cas_number,compound_name,smiles,hmt_count,hmt_positive,hmt_result,human_positive,sensitization_human,llna_count,llna_positive,llna_result,hript_count,hript_positive,hript_result,gpmt_count,gpmt_result,dpra_count,dpra_mean,dpra_result,keratinosens_count,keratinosens_ec15,keratinosens_result,hclat_count,hclat_mean,hclat_result,usens_count,usens_cv70,usens_result,dpra_cys,dpra_lys,adra_nac,adra_nal,kdpra_log,hclat_ec200,hclat_cv75,usens_cv70_ssd,il8luc,irritation,irritation_viability_mean,corrosion,corrosion_ter_mean,human_test_count,human_reliability,dtxsid,irritation_viability_mean_exist,corrosion_ghs_score,has_sensitization,has_irritation,has_corrosion,endpoint_count,strat_key,has_nam_data,acute_dermal_ld50,acute_dermal_ld50_min,acute_dermal_ld50_max,acute_dermal_count,acute_dermal_ghs,has_acute_dermal,acute_dermal_source,acute_dermal_toxic,mol_weight,logp,tpsa,hbd,hba,num_rotatable_bonds,num_aromatic_rings,fraction_csp3
102-17-0,"Benzeneacetic acid, (4-methoxyphenyl)methyl ester",COC1=CC=C(COC(=O)CC2=CC=CC=C2)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID5059246,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5852.493751925401,,,,5.0,0.0,NCI_RTECS,0.0,256.301,2.9811000000000014,35.53,0.0,3.0,5.0,2.0,0.1875
102-19-2,3-Methylbutyl phenylacetate,CC(C)CCOC(=O)CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2044501,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,206.285,2.8184000000000013,26.3,0.0,2.0,5.0,1.0,0.4615384615384615
102-20-5,2-Phenylethyl phenylacetate,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,6.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.6666666666666665,DTXSID0044494,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,240.302,3.015000000000001,26.3,0.0,2.0,5.0,2.0,0.1875
102-22-7,"(1E)-2,6-Dimethylhepta-1,5-dien-1-yl phenylacetate",CC(C)=CCCC(C)=CCOC(=O)CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1051513,,,1.0,0.0,0.0,1.0,1_0_0,0.0,5506.850516569216,,,,5.0,0.0,NCI_RTECS,0.0,272.388,4.465000000000004,26.3,0.0,2.0,7.0,1.0,0.3888888888888889
102-71-6,Triethanolamine,C(CO)N(CCO)CCO,,,,,,,,,,,,,,,1.865,0.0,5.0,1.11,1.0,6.0,2607.233333333333,1.0,3.0,189.48,0.0,0.63,3.1,,,-3.5,1718.3,4167.0,200.0,,1.0,24.16,0.0,30.2,,,DTXSID9021392,,,1.0,1.0,1.0,3.0,1_1_1,1.0,,,,,,0.0,,,149.19,-1.7347,63.93000000000001,3.0,4.0,6.0,0.0,1.0
102-76-1,Triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID3026691,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,218.205,0.0442999999999997,78.9,0.0,6.0,5.0,0.0,0.6666666666666666
102-82-9,Tributylamine,CCCCN(CCCC)CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,240.0,1.0,,,,DTXSID4026183,,,0.0,1.0,1.0,2.0,0_1_1,0.0,,,,,,0.0,,,185.35499999999996,3.6887000000000025,3.24,0.0,1.0,9.0,0.0,1.0
10210-36-3,Gold sodium thiosulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,,,,,,,,
10235-63-9,1-Methyl-4-(1-methylethylidene)cyclohexyl acetate,CC(C)=C1CCC(C)(CC1)OC(C)=O,4.0,False,0.0,False,0.0,,,,8.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,DTXSID1051515,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,196.29,3.218600000000002,26.3,0.0,2.0,1.0,0.0,0.75
10250-45-0,"2,6-Dimethylheptan-4-yl acetate",CC(C)CC(CC(C)C)OC(C)=O,,,,False,0.0,,,,8.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID6051516,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,186.295,3.0103000000000018,26.3,0.0,2.0,5.0,0.0,0.9090909090909092
10282-92-3/75718-16-0,Poly[3-((2- aminoethyl) amino) propyl] methyl (di-methyl) siloxane,,,,,,,,,,,,,,,,4.3,0.0,,,,,,,,,,8.6,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,,,,,,,,
102851-06-9,tau-Fluvalinate,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID7037555,,,0.0,1.0,1.0,3.0,0_1_1,0.0,4000.0,4000.0,4000.0,1.0,5.0,1.0,,0.0,502.9200000000002,7.395680000000005,71.35,1.0,5.0,8.0,3.0,0.2307692307692307
103-05-9,2-Methyl-4-phenylbutan-2-ol,CC(C)(O)CCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.36464285714286,,,1.0,3.0,DTXSID3021851,25.23210526315789,,1.0,1.0,0.0,2.0,1_1_0,0.0,6392.771900547373,,,,5.0,0.0,NCI_RTECS,0.0,164.24800000000002,2.3901000000000003,20.23,1.0,1.0,3.0,1.0,0.4545454545454545
103-07-1,"1,1-Dimethyl-3-phenylpropyl acetate",CC(=O)OC(C)(C)CCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6051518,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,206.28500000000005,2.9609000000000014,26.3,0.0,2.0,4.0,1.0,0.4615384615384615
103-09-3,2-Ethylhexyl acetate,CCCCC(CC)COC(C)=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8026694,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,172.26799999999997,2.765900000000001,26.3,0.0,2.0,6.0,0.0,0.9
103-11-7,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,,,,,,3.0,True,1.0,,,,,,8.0,71.8,1.0,4.0,3.5,1.0,6.0,161.24333333333334,1.0,1.0,1289.953,0.0,100.0,43.6,72.1,13.5,-2.13,103.7688738,279.9969611,200.0,44.4,,,,,,,DTXSID9025297,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,184.279,2.9320000000000013,26.3,0.0,2.0,7.0,0.0,0.7272727272727273
103-16-2,4-(Benzyloxyl)phenol,OC1=CC=C(OCC2=CC=CC=C2)C=C1,152.0,True,1.0,True,1.0,,,,40.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.0,DTXSID2020717,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,200.237,2.9712000000000014,29.46,1.0,2.0,3.0,2.0,0.0769230769230769
103-26-4,Methyl cinnamate,COC(=O)C=CC1=CC=CC=C1,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID6042151,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9248.526402650969,,,,5.0,0.0,NCI_RTECS,0.0,162.188,1.8728,26.3,0.0,2.0,2.0,1.0,0.1
103-28-6,Benzyl 2-methylpropanoate,CC(C)C(=O)OCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6047602,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,178.231,2.3858000000000006,26.3,0.0,2.0,3.0,1.0,0.3636363636363636
103-29-7,Bibenzyl,C(CC1=CC=CC=C1)C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8041668,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8229.730181068093,,,,5.0,0.0,NCI_RTECS,0.0,182.266,3.4718000000000018,0.0,0.0,0.0,3.0,2.0,0.1428571428571428
103-36-6,Ethyl cinnamate,CCOC(=O)C=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9022520,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8512.328687176601,,,,5.0,0.0,NCI_RTECS,0.0,176.215,2.2629,26.3,0.0,2.0,3.0,1.0,0.1818181818181818
103-37-7,Benzyl butyrate,CCCC(=O)OCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7047510,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8416.044355887798,,,,5.0,0.0,NCI_RTECS,0.0,178.231,2.5299000000000005,26.3,0.0,2.0,4.0,1.0,0.3636363636363636
103-38-8,Benzyl 3-methylbutanoate,CC(C)CC(=O)OCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047603,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7802.016037954149,,,,5.0,0.0,NCI_RTECS,0.0,192.258,2.775900000000001,26.3,0.0,2.0,4.0,1.0,0.4166666666666667
103-41-3,Benzyl cinnamate,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,8.0,False,0.0,False,0.0,1.0,False,0.0,4.0,False,0.0,,,1.0,2.6,1.0,5.0,8.66,1.0,4.0,1000.0,1.0,3.0,176.64,0.0,4.3,0.9,3.9,0.4,-3.5,,999.984892,200.0,66.7,,,,,3.0,3.0,DTXSID3041663,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,238.286,3.443200000000002,26.3,0.0,2.0,4.0,2.0,0.0625
103-45-7,2-Phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,4.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID7044506,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11345.643227529568,,,,5.0,0.0,NCI_RTECS,0.0,164.204,1.7922,26.3,0.0,2.0,3.0,1.0,0.3
103-48-0,2-Phenylethyl 2-methylpropanoate,CC(C)C(=O)OCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7044764,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,192.258,2.4283,26.3,0.0,2.0,4.0,1.0,0.4166666666666667
103-50-4,Dibenzyl ether,C(OCC1=CC=CC=C1)C1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,5.0,3.37,1.0,5.0,107.915,0.0,,,0.0,,,,,,65.8,149.9995508,200.0,,,,,,1.0,3.0,DTXSID5025819,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,198.265,3.403400000000002,9.23,0.0,1.0,4.0,2.0,0.1428571428571428
103-52-6,2-Phenylethyl butanoate,CCCC(=O)OCCC1=CC=CC=C1,12.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,DTXSID6047604,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,192.258,2.572400000000001,26.3,0.0,2.0,5.0,1.0,0.4166666666666667
103-53-7,Phenethyl cinnamate,O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID1047605,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,252.313,3.4857000000000022,26.3,0.0,2.0,5.0,2.0,0.1176470588235294
103-54-8,3-Phenyl-2-propen-1-yl acetate,CC(=O)OCC=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2044765,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,176.215,2.2629,26.3,0.0,2.0,3.0,1.0,0.1818181818181818
103-56-0,3-Phenyl-2-propen-1-yl propionate,CCC(=O)OCC=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047607,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7884.694225533673,,,,5.0,0.0,NCI_RTECS,0.0,190.242,2.6530000000000014,26.3,0.0,2.0,4.0,1.0,0.25
103-58-2,3-Phenylpropyl isobutyrate,CC(C)C(=O)OCCCC1=CC=CC=C1,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID7059276,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,206.285,2.8184000000000013,26.3,0.0,2.0,5.0,1.0,0.4615384615384615
103-59-3,3-Phenylprop-2-en-1-yl 2-methylpropanoate,CC(C)C(=O)OCC=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID6047608,,,1.0,0.0,0.0,1.0,1_0_0,0.0,7343.2581627398895,,,,5.0,0.0,NCI_RTECS,0.0,204.269,2.899000000000002,26.3,0.0,2.0,4.0,1.0,0.3076923076923077
103-60-6,2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,4.0,False,0.0,,,,,,,727.43,1.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,DTXSID7042279,,,1.0,0.0,0.0,1.0,1_0_0,1.0,7202.639040832202,,,,5.0,0.0,NCI_RTECS,0.0,208.257,2.2646000000000006,35.53,0.0,3.0,5.0,1.0,0.4166666666666667
103-61-7,Cinnamyl butyrate,CCCC(=O)OCC=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2059277,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,204.269,3.0431000000000017,26.3,0.0,2.0,5.0,1.0,0.3076923076923077
103-63-9,Phenethyl bromide,BrCCC1=CC=CC=C1,,,,,,1.0,False,0.0,,,,,,,,,,187.37,1.0,,,,,,,,,,,-3.03,,,,,1.0,111.05581395348835,0.0,111.0,,,DTXSID1033876,111.05581395348835,,1.0,1.0,1.0,3.0,1_1_1,1.0,,,,,,0.0,,,185.064,2.624000000000001,0.0,0.0,0.0,2.0,1.0,0.25
103-64-0,(2-Bromovinyl)benzene,BrC=CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID501014586,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,183.048,3.052200000000001,0.0,0.0,0.0,1.0,1.0,0.0
103-71-9,Phenyl isocyanate,C1=CC=C(C=C1)N=C=O,,,,,,,,,,,,,,,24.75,1.0,,,,,,,,,,1.9,47.6,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,17956.23012854618,,,,5.0,0.0,NCI_RTECS,0.0,119.12299999999998,1.6538999999999997,29.43,0.0,2.0,1.0,1.0,0.0
103-80-0,Benzeneacetyl chloride,ClC(=O)CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.33,1.0,,,,DTXSID6059281,,,0.0,1.0,1.0,2.0,0_1_1,0.0,,,,,,0.0,,,154.596,1.9945,17.07,0.0,1.0,2.0,1.0,0.125
103-82-2,Phenylacetic acid,OC(=O)CC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2021656,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11017.260383211138,,,,5.0,0.0,NCI_RTECS,0.0,136.14999999999998,1.3137,37.3,1.0,1.0,2.0,1.0,0.125
103-83-3,"N,N-Dimethylbenzylamine",CN(C)CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,55.527,1.0,,,,DTXSID8021854,52.12222222222223,1.0,0.0,1.0,1.0,2.0,0_1_1,0.0,3683.159527505353,,,,5.0,0.0,NCI_RTECS,0.0,135.20999999999998,1.7482,3.24,0.0,1.0,2.0,1.0,0.3333333333333333
103-90-2,Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,151.165,1.3505999999999998,49.33,2.0,2.0,1.0,1.0,0.125
103-93-5,p-Tolyl isobutyrate,CC(C)C(=O)CC1=CC=C(C)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0051522,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,176.259,2.762620000000001,17.07,0.0,1.0,3.0,1.0,0.4166666666666667
103-95-7,Cyclamen aldehyde,CC(CC1=CC=C(C=C1)C(C)C)C=O,4.0,False,0.0,False,0.0,1.0,False,0.0,4.0,False,0.0,,,8.0,25.6,1.0,4.0,3.1,1.0,4.0,49.8,0.0,1.0,5.9,0.0,46.1,5.1,16.4,3.5,-3.53,,43.1,116.0,14.8,1.0,16.803333333333335,,,2.0,3.0,DTXSID2044769,16.80333333333333,,1.0,1.0,0.0,2.0,1_1_0,1.0,7882.871039068362,,,,5.0,0.0,NCI_RTECS,0.0,190.286,3.1875000000000018,17.07,0.0,1.0,4.0,1.0,0.4615384615384615
103361-09-7,Flumioxazin,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,,,,,,2.0,False,0.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID7032555,,,1.0,1.0,1.0,4.0,1_1_1,0.0,5000.0,5000.0,5000.0,2.0,5.0,1.0,,0.0,354.3370000000001,1.9280999999999997,66.92,0.0,4.0,2.0,1.0,0.3157894736842105
10339-55-6,Ethyl linalool,CCC(C)=CCCC(C)(O)C=C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID9047415,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,168.27999999999997,3.0599000000000016,20.23,1.0,1.0,5.0,0.0,0.6363636363636364
1034-01-1,Octyl gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,,,,,,,,,,,,,,,,,4.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,282.336,3.3207000000000035,86.99000000000001,3.0,5.0,8.0,1.0,0.5333333333333333
10361-37-2,Barium chloride,[Cl-].[Cl-].[Ba+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,208.234,-6.3728,0.0,0.0,0.0,0.0,0.0,0.0
103694-68-4,"2,2-Dimethyl-3-(3-methylphenyl)propanol",CC1=CC(CC(C)(C)CO)=CC=C1,,,,False,0.0,,,,8.0,False,0.0,,,,,,5.0,2.41,1.0,5.0,119.6,0.0,,,0.0,,,,,,53.19963182,186.0,133.33,,,,,,2.0,3.0,DTXSID0051520,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,178.27500000000003,2.556020000000001,20.23,1.0,1.0,3.0,1.0,0.5
10373-78-1,(+/-)-Camphorquinone,CC1(C)C2CCC1(C)C(=O)C2=O,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID7049394,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,166.22,1.5807,34.14,0.0,2.0,0.0,0.0,0.8
104-09-6,4-Methylbenzeneacetaldehyde,CC1=CC=C(CC=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0051524,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,134.178,1.73642,17.07,0.0,1.0,2.0,1.0,0.2222222222222222
104-20-1,4-(4-Methoxyphenyl)-2-butanone,COC1=CC=C(CCC(C)=O)C=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID5047166,,,1.0,0.0,0.0,1.0,1_0_0,0.0,8416.044355887798,,,,5.0,0.0,NCI_RTECS,0.0,178.231,2.2168,26.3,0.0,2.0,4.0,1.0,0.3636363636363636
104-21-2,4-Methoxybenzyl acetate,COC1=CC=C(COC(C)=O)C=C1,28.0,True,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,DTXSID1044770,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,180.203,1.7583,35.53,0.0,3.0,3.0,1.0,0.3
104-27-8,1-(4-Methoxyphenyl)-1-pentene-3-one,CCC(=O)C=CC1=CC=C(OC)C=C1,8.0,True,1.0,True,1.0,1.0,False,0.0,,,,,,1.0,45.05,1.0,1.0,13.49,1.0,,,1.0,1.0,8.8,1.0,75.8,14.3,10.7,4.2,-3.1,48.0,77.7,,,,,,,1.0,3.0,DTXSID4047412,,,1.0,0.0,0.0,1.0,1_0_0,1.0,7884.694225533673,,,,5.0,0.0,NCI_RTECS,0.0,190.242,2.687500000000001,26.3,0.0,2.0,4.0,1.0,0.25
104-45-0,4-Propylanisole,CCCC1=CC=C(OC)C=C1,12.0,True,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID0042325,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9985.288350002358,,,,5.0,0.0,NCI_RTECS,0.0,150.22099999999998,2.6477000000000013,9.23,0.0,1.0,3.0,1.0,0.4
104-50-7,4-Hydroxyoctanoic acid lactone,CCCCC1CCC(=O)O1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1047609,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,142.19799999999998,1.8822,26.3,0.0,2.0,3.0,0.0,0.875
104-51-8,Butylbenzene,CCCCC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.85,1.0,3.85,,,DTXSID6022472,,,0.0,1.0,1.0,2.0,0_1_1,0.0,,,,,,0.0,,,134.22199999999998,3.029200000000001,0.0,0.0,0.0,3.0,1.0,0.4
104-53-0,3-Phenylpropanal,O=CCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0047610,,,1.0,0.0,0.0,1.0,1_0_0,0.0,11179.179891344407,,,,5.0,0.0,NCI_RTECS,0.0,134.17799999999997,1.8181,17.07,0.0,1.0,3.0,1.0,0.2222222222222222
104-54-1,3-Phenyl-2-propen-1-ol,OCC=CC1=CC=CC=C1,164.0,True,1.0,True,1.0,4.0,True,1.0,25.0,True,1.0,1.0,1.0,12.0,7.225,1.0,101.0,1.442,1.0,18.0,190.96666666666667,1.0,3.0,21.41,1.0,7.516666666666667,6.933333333333334,1.9,0.6,,196.6,350.0,82.9,6.6,,,,,27.0,3.0,DTXSID9041491,,,1.0,0.0,0.0,1.0,1_0_0,1.0,11179.179891344407,,,,5.0,0.0,NCI_RTECS,0.0,134.178,1.6921,20.23,1.0,1.0,2.0,1.0,0.1111111111111111
104-55-2,3-Phenylprop-2-enal,O=CC=CC1=CC=CC=C1,48.0,True,1.0,True,1.0,11.0,False,0.0,72.0,True,0.0,,,12.0,62.21666666666667,1.0,97.0,4.38,1.0,34.0,19.96875,0.0,3.0,1.0,1.0,66.96666666666667,57.46666666666666,,,,,,,,1.0,13.02888888888889,,,18.0,2.7777777777777777,DTXSID1024835,14.2825,,1.0,1.0,0.0,3.0,1_1_0,1.0,5050.0,5050.0,5050.0,1.0,5.0,1.0,,0.0,132.16199999999998,1.8987,17.07,0.0,1.0,2.0,1.0,0.0
104-55-2or14371-10-9,3-Phenylpropenal,C1=CC=C(C=C1)/C=C/C=O,,,,,,,,,,,,,,,,,,2.7,1.0,,,1.0,,,1.0,,,74.3,92.8,-1.35,12.3,28.0,8.0,0.8,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,132.16199999999995,1.8987,17.07,0.0,1.0,2.0,1.0,0.0
104-57-4,"Formic acid, phenylmethyl ester",O=COCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID5059298,,,1.0,0.0,0.0,1.0,1_0_0,0.0,4406.904149956531,,,,5.0,0.0,NCI_RTECS,0.0,136.14999999999998,1.3596,26.3,0.0,2.0,3.0,1.0,0.125
104-61-0,gamma-Nonanolactone,CCCCCC1CCC(=O)O1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID0034229,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9601.536245875091,,,,5.0,0.0,NCI_RTECS,0.0,156.225,2.2723000000000004,26.3,0.0,2.0,4.0,0.0,0.8888888888888888
104-62-1,"Formic acid, 2-phenylethyl ester",O=COCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2059300,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9988.213909661985,,,,5.0,0.0,NCI_RTECS,0.0,150.177,1.4021,26.3,0.0,2.0,4.0,1.0,0.2222222222222222
104-64-3,"Benzenepropanol, 1-formate",O=COCCCC1=CC=CC=C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID40861713,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,164.204,1.7922,26.3,0.0,2.0,5.0,1.0,0.3
